,title,like_count_1h,like_count_2h,like_count_3h,like_count_4h,like_count_5h,like_count_6h,comment_count_1h,comment_count_2h,comment_count_3h,comment_count_4h,comment_count_5h,comment_count_6h,forum_id,forum_stats,like_count_24h,weekday,hour
44264,錯過的對象,1,2,3,3,5,7,0,0,0,0,0,0,687605,117.0,16,3,11
41841,東吳舞社人要一起出大學爽嗎,1,4,5,6,6,7,1,5,8,8,8,8,994988,40.3,8,3,11
34223,#分享 被媽媽推坑La Mer經典乳霜，母女倆の綠油油戰利品~,1,1,2,3,4,6,0,1,1,1,1,1,156928,140.1,11,2,4
40466,#問題 想問學霸們14級分到15級分的差距？,0,1,1,2,2,2,0,0,0,1,4,4,739682,5.3,19,3,19
28745,考試時電話聲響,1,3,4,4,6,7,9,13,22,29,31,32,430940,47.0,14,2,4
19603,民眾黨新竹東區市議員候選人的看法,3,3,3,7,11,11,0,0,0,0,0,0,477997,42.3,20,3,9
17598,單車新手入坑,0,0,0,1,1,1,2,4,6,7,8,17,126068,0.8,5,1,3
21952,超北爛心理測驗,11,18,20,40,48,70,1,2,3,3,4,6,497426,359.8,93,2,6
46714,更 事情的走向開始變得奇怪…,5,9,13,14,14,14,5,8,9,11,11,11,22465,63.0,56,6,16
13657,SKZootopia,3,5,5,5,5,5,1,1,1,1,1,1,295109,0.1,16,6,17
17247,我時日不多了😦,5,5,5,5,5,5,3,3,3,3,3,3,750159,1128.3,5,0,15
44413,差距16歲的愛情,1,2,16,28,37,43,3,16,31,52,64,70,817817,391.7,63,2,11
31035,逢甲大一新生好多猴子（拍謝哦,0,1,1,3,3,5,2,5,5,6,8,9,943830,52.4,14,4,6
36483,驚，偷窺中嗆阿北，慈濟腦子有問題,1,3,3,3,4,5,5,11,13,16,16,17,497426,359.8,9,0,6
21652,#分享 小酒槽日常^0^代謝粉刺極簡保養,1,4,5,7,7,10,0,4,7,12,12,12,156928,140.1,19,3,11
3400,#分享 Nailtone N075 蜜糖芥末  大家覺得好看嗎?,2,4,4,4,4,4,0,2,2,2,2,2,50785,31.2,5,3,16
32731,我被告了！,0,0,5,9,17,26,0,9,27,37,45,55,676371,391.4,154,3,2
750,🏐️,2,4,4,4,4,4,3,5,5,5,5,5,176551,22.4,7,1,15
10067,Line or ig,0,0,1,1,1,1,4,6,8,9,10,10,817817,391.7,11,5,16
10796,#請益 四大 會計師證照獎金,0,0,0,0,2,3,0,1,1,3,6,7,827384,8.4,6,4,12
33447,那女生呢😢,2,2,2,2,2,2,1,2,2,2,2,2,632718,54.5,6,3,15
12847,A6 Sedan 實車照片分享,2,3,7,10,11,14,0,0,2,2,4,4,346315,29.3,27,2,2
41115,對未來的規劃不一樣只能分手嗎？,0,0,0,2,2,3,4,4,5,5,5,7,817817,391.7,15,1,9
19653,猴子自首，認錯,5,6,6,7,7,7,0,0,0,0,0,2,940711,0.3,8,3,5
8225,#手遊 幽靈躲貓貓,1,1,2,3,3,3,8,8,8,8,8,8,63088,37.5,6,4,11
46571,有沒有推的北醫氣質型美女🫣,4,5,8,14,15,15,4,13,38,70,78,79,643788,12.4,29,0,12
30539,謝謝，這樣我也能向前走了,0,0,0,0,0,0,0,0,0,0,0,0,817817,391.7,9,4,6
2028,男友很白目，該如何控制情緒,2,5,8,13,17,18,16,21,30,51,61,70,817817,391.7,27,1,13
4963,#分享 不是螞蟻人也愛的巴斯克蛋糕,1,3,5,6,6,7,0,0,1,5,6,7,160419,81.9,13,1,6
32588,#分享 室內裝修配色技巧6大招！配出時尚又耐看的居家配色,1,1,3,3,6,7,0,0,0,0,0,1,894031,22.0,16,3,8
18365,#育兒 該如何阻止這些人,3,3,4,4,4,4,3,3,4,6,7,7,24568,35.9,12,1,7
84,會自己帶食物進球場吃嗎?,0,0,0,0,1,1,2,6,9,15,17,19,862588,24.2,11,4,3
14545,#iPhone 也有人先買殼了嗎,1,1,1,1,1,1,1,2,2,2,2,2,888601,78.9,15,5,18
33391,有人知道這是甚麼牌子嗎？,7,10,10,10,10,10,8,10,11,11,12,12,894031,22.0,12,0,8
49484,夠了喔,1,1,4,4,5,7,0,0,2,3,3,3,471069,37.6,12,4,2
23821,#請益 #請益 健工教練課優惠,1,1,2,2,2,3,1,1,1,6,12,12,728866,21.3,6,0,2
14994,16間鳳梨酥心得,6,11,33,48,63,67,2,2,9,14,16,18,160419,81.9,159,5,13
9742,星街被改名了,5,9,12,13,15,15,0,0,1,1,1,1,662573,14.5,15,5,12
42683,排球比賽校內聚眾抽菸,4,7,11,13,14,15,3,5,11,14,16,16,174372,56.4,38,6,6
31911,#大眾占卜 9月能不能脫單「公布答案」,1,3,4,5,6,6,8,11,12,12,13,15,40715,32.9,10,4,5
44420,#角色安利✨ 只願你的四季如春《戀愛的季節》載敏  [無雷安利篇],3,7,9,11,11,11,0,0,0,0,0,0,968817,3.8,90,4,16
47168,#分享 舊愛&新歡彩妝品(刷具 眼影盤 指甲油💗),4,6,9,10,10,10,1,2,2,3,3,3,156928,140.1,29,0,8
41101,為什麼現在🦐妹都這麼紅？,0,0,0,0,0,2,2,2,2,3,3,4,497426,359.8,21,3,4
40009,互助自習室的味道一言難盡,2,2,3,4,4,5,2,6,10,10,12,13,643211,6.7,8,4,7
46503,佛的大小事-我與天尊師父的笨笨日常趣,0,1,2,2,2,4,2,9,12,16,16,16,74287,25.0,5,6,23
24465,手作樹脂耳環分享,0,2,4,5,5,6,0,0,0,0,0,0,25595,6.8,20,2,0
28854,#作品 #作品 臺南美術館,0,0,0,1,1,1,0,0,0,0,0,0,124098,15.7,7,2,15
39873,#分享 苞娜《Harpers Bazaar》海報 + 本季Emporio Armani Watch & Jewelry謬思,10,11,14,16,18,19,2,2,3,3,3,3,317715,0.8,52,0,15
28068,遇到不會聊天的異性,0,1,1,1,3,5,2,4,6,6,6,9,817817,391.7,23,6,17
13383,急速崛起，影歌雙棲－森七菜,0,3,5,5,5,5,0,0,0,0,0,0,507147,0.6,6,6,6
19415,男友的異性朋友讓我覺得很多餘,0,0,0,1,1,1,4,5,5,5,5,6,817817,391.7,5,5,21
8326,#揪團 CeraVe長效清爽保濕乳 473ml❤️‍🔥一支只要350元❤️‍🔥(已額滿）,3,3,4,4,4,5,0,2,2,3,4,8,47568,18.2,6,1,10
43783,唯一的妹妹要結婚是什麼感覺,2,2,2,4,5,7,0,0,0,1,2,2,327178,22.4,149,3,15
24370,#討論 關於那些要贈物卻不取貨的人,9,9,11,12,13,13,10,11,11,15,15,21,62553,64.4,15,0,10
44699,#發問 煉金提問,1,1,1,1,2,2,2,2,2,3,6,6,969675,6.7,7,4,12
22346,看了整學期,5,5,5,5,5,5,6,6,6,6,6,6,750159,1128.3,5,5,10
43736,人中旁邊的痘痘還是粉刺？,0,0,0,0,1,2,0,0,0,1,1,1,331474,5.0,8,3,4
14037,逢甲附近水果,0,0,1,2,3,4,7,11,15,16,19,22,943830,52.4,13,0,10
23220,沒辦法找另一半？,4,5,10,10,10,10,12,17,19,20,20,22,31069,64.7,16,5,16
9377,#大眾占卜 新來的塔羅入門者，放個最近做的近期愛情占卜，先選一張牌。,3,3,4,4,5,6,1,1,1,2,3,3,40715,32.9,10,5,15
36098,格致路施工幫,2,2,2,2,2,5,0,0,0,0,0,1,22465,63.0,17,2,18
1731,220917 IU Gloden Hour🌇 首場後記分享,21,40,49,59,65,80,1,1,2,4,5,6,781514,2.7,206,6,3
12144,小弟研發了一套卡芬新裝備,0,0,0,0,0,0,18,45,52,52,52,53,906666,319.0,8,5,18
25077,更新）哪來的移車🐒？有圖有車牌,1,1,1,1,2,3,2,6,6,6,6,6,537446,4.2,5,0,1
13499,#選手  大衣顏色選擇障礙,0,0,0,1,2,5,1,1,4,4,4,4,399302,63.9,9,5,11
44300,#分享 秀彬 'PRETENDER' Cover🎤,3,4,8,12,17,20,0,0,0,0,0,0,317715,0.8,34,2,11
27270,不小心喜歡上好朋友,0,0,0,1,1,1,1,1,1,1,1,1,817817,391.7,7,2,17
14525,自我安撫情緒的技巧,0,1,2,2,4,4,0,0,1,1,1,1,676371,391.4,5,2,11
20717,讀到台大交大跑去科技業有很爽嗎？,1,1,2,2,2,3,4,5,5,6,7,8,770696,160.6,30,6,6
18648,【沾心】美食開箱－Trick or Treat！全聯萬聖節,1,2,3,4,5,5,0,0,0,0,0,0,160419,81.9,11,4,13
23899,差點在閘門前跌倒,6,9,11,13,17,17,3,5,12,17,17,18,316239,28.1,22,4,11
12743,#國考相關問題 其他#國考#2月國考報名提醒,1,4,9,9,14,15,0,0,0,0,0,0,916546,19.7,21,3,6
24805,dtto friends｜基本系列搥背棒,14,17,17,20,21,21,1,1,1,1,2,2,894031,22.0,26,2,5
20268,想念台中的一切,0,0,0,1,1,1,3,3,4,5,5,6,828054,25.1,17,6,10
41819,台大推甄資料請益,0,0,1,2,3,3,1,1,3,5,6,7,632718,54.5,6,2,2
26766,緋淚新造型手感分享,3,3,3,3,3,6,9,9,17,20,21,26,906666,319.0,9,5,11
7662,#請益 體脂沒有很高 但臀腿還是肉肉的,0,0,0,0,3,3,0,0,1,1,1,1,656378,16.0,15,3,14
9633,遇到偷拍狂不知道該怎麼辦,1,1,4,7,10,11,3,5,7,7,8,8,676371,391.4,30,5,10
48414,快速擊殺的投擲刀也太難用,0,0,0,0,0,0,1,2,2,4,4,4,382419,13.7,11,2,16
32583,#婚紗 台北婚紗公司選擇,1,1,1,1,1,1,1,1,2,2,2,2,327178,22.4,5,1,0
24527,被學長噁心（更有圖,1,2,8,8,8,8,4,12,15,15,15,15,536216,16.9,24,1,15
17981,有人拿錯放在圖書館外面的傘嗎,1,1,2,3,3,3,0,0,0,0,0,0,643788,12.4,9,1,6
10045,求推薦無肩帶Bra,0,0,0,0,0,0,2,2,2,3,9,12,250827,6.6,8,0,4
9735,海灘褲女神其實效果不錯啊，可惜因為國動事件...,0,1,2,2,4,4,0,0,0,0,0,0,445193,24.6,11,6,0
6955,白天鵝是不是不見了,0,1,1,2,2,2,9,10,10,11,11,11,661384,30.0,8,3,16
48226,古亭超可愛純素霜淇淋｜Ice Gyaru,4,6,14,14,14,16,0,0,0,0,0,0,160419,81.9,18,3,9
21856,#試色 這是什麼新來的漂亮寶貝❤️YSL新品唇膏,3,9,16,20,25,31,0,2,4,6,9,17,156928,140.1,42,5,8
40222,請問,2,2,2,3,4,5,3,4,15,17,17,19,176551,22.4,7,0,7
2523,#分享 Solide索力得防摔手機殼｜維納斯EX經典海軍藍💙,4,5,5,5,5,5,2,2,2,2,2,2,696256,0.5,11,5,5
23642,發現脫單好難,0,0,2,2,2,2,2,3,4,6,6,7,676371,391.4,66,1,16
11015,Offer 請益,1,1,1,2,2,2,0,2,7,10,11,11,852766,28.4,8,3,15
47201,大家的舍友上完廁所會洗手嗎,2,2,4,4,4,6,4,6,8,8,10,10,385902,15.3,6,6,12
23854,徵才,0,0,1,2,2,2,0,0,0,0,0,0,488185,11.3,5,3,15
26069,中秋節難道沒有吃烤肉的權利嗎！！！,0,1,1,5,7,8,2,7,9,18,18,18,676371,391.4,11,1,12
7077,爸媽有什麼強制媽寶行為,0,1,1,1,1,1,0,4,5,5,5,5,676371,391.4,5,5,12
31974,月老表示你的條件太多了！！,3,13,27,34,37,39,10,18,25,26,26,31,817817,391.7,136,2,15
14704,無聊到在wootalk亂聊,0,0,5,9,12,12,10,17,33,77,79,83,497426,359.8,43,1,13
2222,#集中討論 Vata 'New Thing'和ATEEZ 'Say My Name'編舞相似的後續,123,165,221,246,273,294,58,92,123,173,191,202,626235,38.4,384,0,10
40654,台南四隻小萌貓找家,0,0,4,10,15,18,0,0,0,3,3,4,699763,53.5,41,2,12
375,#徵模特 南京復興徵免費手模～,1,1,1,1,1,1,8,11,12,12,12,12,50785,31.2,6,2,17
11788,9/19 起調整校車時刻,1,2,2,2,2,2,1,2,3,3,4,4,218395,17.2,8,1,5
30572,#詢問 台南刺青,0,0,1,1,1,1,0,0,0,1,1,1,168279,6.4,6,6,15
26188,我想還給她,1,5,8,8,8,12,0,0,0,0,0,0,963192,6.3,21,4,6
35466,#大眾占卜 我們的愛情能開花結果嗎🔍（已解答）,1,3,4,5,8,9,4,5,8,9,12,15,40715,32.9,46,5,5
36235,《我在詐騙公司上班》音樂劇，營業中！,0,0,0,0,1,1,0,0,0,0,0,0,439546,0.0,6,1,8
46937,#請益 現在長榮該怎麼操作😢,0,1,2,2,4,6,1,5,10,14,25,29,508444,18.7,16,0,7
26240,再次告白,4,4,4,4,4,5,3,3,3,3,3,3,817817,391.7,5,1,7
4246,媽咪還好嗎,3,4,7,8,13,14,3,9,12,20,23,23,174372,56.4,27,2,1
33837,#作品 大學生果然還是要打排球,2,3,3,3,3,3,1,1,1,1,1,1,124098,15.7,24,2,5
25238,脫單其實只需要勇氣,9,13,23,27,32,32,7,9,12,14,14,16,31069,64.7,77,0,14
30944,沒有一個支那人是值得同情的,2,3,6,6,6,7,1,6,7,7,7,7,497426,359.8,9,0,13
25271,#iPhone 猶豫14還是14Pro好🫠,0,0,1,5,7,11,12,14,16,19,22,25,888601,78.9,27,6,2
5655,討厭聊天,1,1,1,1,1,1,0,0,0,0,1,1,676371,391.4,9,0,17
23828,男朋友喺我隔離係咁同女仔傾偈,1,3,3,7,12,16,2,3,10,14,14,15,955936,27.0,82,6,2
12790,#練習勇敢 斷捨離能量吸血鬼,2,2,2,2,2,2,1,1,1,1,1,1,946610,0.0,6,0,8
38186,週年慶快到了！想請問大家的囤貨名單,2,3,3,10,17,20,12,14,16,24,31,34,156928,140.1,25,2,10
20515,#請益 #請益 他是蟑螂嗎,1,1,1,1,1,1,1,1,1,2,2,2,63642,22.5,5,3,15
36890,遠距離最後都是安靜的結束嗎？,1,2,4,6,6,6,2,4,7,7,8,8,817817,391.7,8,4,15
34324,請問現在五哥和群創都這麼慘嗎?,1,1,3,3,3,3,6,8,16,22,23,23,852766,28.4,13,2,13
32520,所以我的飯呢 part 2,2,3,3,3,4,5,2,3,4,4,4,6,22465,63.0,5,1,4
33353,飲料店員工的憤怒,2,6,11,16,17,19,1,1,5,6,7,7,676371,391.4,47,5,14
37311,新生泳衣購買詢問,1,1,1,3,4,4,5,9,9,9,10,11,249745,34.1,7,5,4
36648,【考外商必看】面試這５招一定要學起來！幫你順利應徵上外商航空空服員（適用 新航/阿聯酋Emirates/卡達/國泰/酷航/Etihad 空服面試）,6,6,8,13,15,16,2,2,2,2,2,2,607138,0.1,31,3,12
21886,跟超正學妹聊天被推薦追劇 不小心就gg了,1,1,1,1,3,8,1,1,2,4,4,6,497426,359.8,472,0,18
8077,英文小尖兵隨機抽查,1,1,1,1,2,3,5,5,5,5,5,6,471069,37.6,7,4,18
41798,#分享 日式電視櫃開箱,3,4,6,6,6,6,1,2,3,3,3,3,894031,22.0,6,2,5
28233,周りがお金持ちすぎて,1,1,2,2,4,4,12,13,19,23,24,25,297170,9.6,11,3,12
23455,一起打球嗎？,1,1,3,4,5,6,0,0,0,0,0,1,817290,15.0,10,5,13
43360,今日小鳥,6,6,6,6,6,6,4,4,4,4,6,8,750159,1128.3,7,2,8
19398,超簡易!!! 在vscode上利用TerosHDL架設易於開發verilog/system verilog的環境之教學(win11環境),1,3,6,6,7,9,2,2,2,2,2,2,630097,10.4,17,6,9
26727,佛心價♡料滿滿的痛風蓋飯！！！,5,5,5,5,5,5,1,1,1,1,1,1,60595,0.2,9,6,4
39683,#請益 托福閱讀/聽力 進步方法,1,1,1,1,1,1,1,2,2,2,2,2,134598,22.2,7,6,14
24892,生日快樂..,2,3,4,5,5,5,3,3,5,5,5,5,676371,391.4,7,5,14
34401,學校帽T投票,0,4,7,14,15,16,0,5,13,20,26,29,643788,12.4,27,1,5
21940,#發問 請問海外玩家要在哪個平台交易呢？,0,0,0,0,1,1,3,4,4,7,9,9,969675,6.7,6,2,3
29371,愛情五年長跑的盡頭,2,4,4,5,5,5,0,0,0,0,0,0,817817,391.7,7,3,15
8351,拿大鈔結帳錯了嗎,2,5,9,30,38,67,3,10,22,37,60,80,497426,359.8,457,3,7
29729,科館睡覺怪,2,3,4,7,9,9,2,4,4,4,4,4,430940,47.0,10,3,4
44067,好想鍾意啲唔會鍾意自己嘅人,0,1,1,2,2,5,1,1,1,3,17,17,955936,27.0,26,6,21
32575,#詢問 MuahMuah 深藍/灰/外套,0,0,1,3,4,6,0,10,11,16,18,19,399302,63.9,12,1,10
28771,#作品 #街頭攝影,0,0,0,0,0,0,0,0,1,1,1,1,124098,15.7,6,3,15
20465,電機英微積分教授也太狠,2,4,4,6,6,7,7,7,8,9,10,11,509033,16.3,10,4,3
14684,二宿8B02可以不要吵嗎！,5,5,5,6,6,6,3,3,3,3,3,3,176551,22.4,14,6,17
33003,我有個版啦ʕ˶'༥'˶ʔ ♡,4,4,5,5,6,7,26,28,28,28,28,28,766700,0.0,9,0,3
31069,之前做的一些廖老大梗圖複習複習,2,6,12,15,15,16,1,1,2,2,2,2,497426,359.8,22,4,7
11591,#開箱  #分享 克蘭詩官網週年慶🔥🔥🔥,5,7,14,15,17,17,5,11,12,13,13,13,156928,140.1,27,0,14
21425,#閒聊 NMIXX一直開罐子,3,10,17,31,42,57,5,7,17,25,36,42,626235,38.4,137,3,1
4355,#黑特 一言堂的高評價網美咖啡廳,7,13,22,28,31,33,1,3,5,6,7,8,160419,81.9,68,4,10
26879,#情報 動畫電影《鈴芽的門鎖》主題曲 台灣即將上映,4,6,6,6,6,6,6,6,6,6,6,6,3013,31.7,8,0,16
14536,#翻譯 #Post 220916【YujuPost】和Yuju一起的第一個Evening,2,2,2,2,2,2,0,0,0,0,0,0,158995,3.1,21,4,17
13959,韓國代購,0,0,1,1,1,2,0,1,2,2,3,3,355029,45.8,26,3,14
45569,#分享 DR.WU口服膠原蛋白 無雷湊單經驗分享,4,4,4,4,4,5,2,2,3,3,3,3,156928,140.1,7,2,5
5543,雙連站排隊漢堡排「名古屋台所」,5,12,18,21,22,23,0,0,0,0,1,1,160419,81.9,55,5,15
8041,為什麼今年教師節會放假啊,0,0,0,1,2,4,2,2,6,10,11,13,399368,59.9,7,0,10
16276,誰的機車座墊掉了,1,4,5,6,7,9,0,0,1,3,3,3,834735,4.1,12,1,6
2787,#抱怨 親愛的客人們啊…,0,0,2,5,5,6,0,0,0,0,0,0,679596,3.5,55,5,13
29664,台中密室逃脫推薦,0,1,1,2,3,3,1,2,3,3,4,5,828054,25.1,12,5,4
5770,新手購車請益,1,1,1,2,3,3,5,17,19,20,21,26,346315,29.3,14,0,5
9513,志願出爐,4,4,5,7,8,8,2,7,9,9,9,9,139045,5.7,15,3,1
2937,晚上二路需謹慎,2,3,3,3,4,5,1,2,2,4,5,5,31069,64.7,8,2,11
25576,原來那裡是女宿…,1,1,1,2,2,3,0,0,0,0,0,0,933145,8.2,5,2,6
1980,#更新 220916 SinB Universe FNS,2,3,3,3,4,4,0,0,0,0,0,0,158995,3.1,13,3,17
2404,上山小擦撞,5,6,11,14,16,17,4,4,8,16,24,25,401869,33.2,28,1,5
22885,質感小眾擴香打折了🤎✨,2,2,7,18,29,31,0,0,0,5,7,10,136339,17.7,32,2,2
39486,#iPhone iPhone 14 準備發貨？！,0,2,3,3,3,3,14,14,15,18,18,21,888601,78.9,12,6,14
47557,想退遊，有大老能估價嗎？(已售),0,0,0,2,4,5,2,2,5,10,14,20,906666,319.0,9,6,2
47759,遇到爛爸爸真的很衰,1,2,2,3,3,3,0,1,1,1,1,1,676371,391.4,5,5,11
47532,#大眾占卜 你快脫單了嗎❤️準備好新戀情了嗎❓（附解答）（限無對象者）,9,15,28,46,60,65,0,0,1,1,1,3,40715,32.9,132,5,12
21393,#優惠 #情報 麥當勞12塊雞翅送12塊雞塊只要$240,5,6,10,10,11,11,0,0,0,1,2,2,62553,64.4,13,0,6
23879,#新手 小白的面試分享,2,4,4,4,4,6,0,0,0,0,0,0,122593,5.6,9,6,6
41044,當上媽媽後，工作好難找,1,1,1,1,1,1,1,1,2,2,2,2,770696,160.6,5,4,6
21790,ELF練舞班 10月班 Devil,1,2,3,3,3,3,0,0,0,0,0,0,467178,4.5,5,5,14
49387,25宵夜,0,1,1,1,2,2,2,5,7,8,8,8,644795,11.4,5,1,14
4706,醫學系共筆怎麼了,5,6,7,7,8,8,5,6,6,6,6,6,174372,56.4,85,1,17
43531,&5 職婦家 下班晚餐吃什麼？ 啤酒豬肋排  #食譜,1,3,3,3,4,4,0,0,0,0,0,0,144643,0.1,8,3,4
13288,信義房屋校園大使吃喝玩樂逃難記🏡,14,18,19,19,19,19,3,4,8,8,9,9,497426,359.8,22,6,15
4326,有沒有女孩擔心自己未來會變高齡產婦？,0,4,6,9,10,12,0,5,10,14,15,15,24561,93.7,18,1,9
36526,可以不要坐回程梯嗎==,3,6,7,9,10,10,5,5,6,9,10,13,661384,30.0,14,1,4
10525,吹口哨的猴子閉嘴,2,2,4,5,5,5,1,1,1,2,2,2,817290,15.0,6,3,13
36335,請益晶圓廠的製程工程師工作內容,1,1,2,2,2,2,0,2,7,8,11,13,852766,28.4,7,0,0
29760,#閒聊 沒想到這麼多人買中國品牌手機,0,2,2,2,2,2,1,1,1,1,2,2,433534,2.7,128,2,4
47446,有奶的男生需要穿內衣嗎？（有圖）,3,4,4,4,4,4,1,2,2,2,2,2,820667,4.9,27,5,15
49318,半夜不要看🤤吃到鎖骨不見的台南美食行 #電力滿格密技,5,23,32,48,56,60,3,3,3,3,3,3,160419,81.9,109,2,14
15174,#請益 Apple Watch 8 顏色選擇,0,0,1,2,2,4,2,10,21,26,31,33,888601,78.9,11,3,22
9392,路易莎好多認真的年輕的孩子,1,3,7,11,15,20,2,4,12,13,15,16,174372,56.4,36,6,2
1267,#上榜心得 111年資訊處理雙榜、108普考文化行政心得,5,6,7,7,9,11,3,3,5,5,5,5,531929,28.7,38,0,16
43754,尋主人 中壢家樂福,5,6,7,8,8,8,0,1,3,3,5,5,430940,47.0,9,6,3
34997,#分潤 10/5 阿華有事嗎｜整點搶五折券/ 愛迪達｜1499-150,4,4,4,4,4,5,0,0,0,0,0,0,62553,64.4,6,1,16
15431,公共場合偷拍並不是不犯法！,4,8,9,9,9,9,13,16,19,20,21,21,497426,359.8,15,6,9
14949,#請益 防曬和粉底打架,1,1,4,6,6,6,1,2,4,7,7,7,156928,140.1,7,1,4
5458,紀念一下第100次五殺,0,0,4,7,8,10,6,8,11,18,23,23,906666,319.0,14,5,11
24845,#請益 男生冬季穿搭,0,0,0,0,0,0,0,0,0,1,1,1,399302,63.9,6,1,17
49361,#討論 英國碩士,1,1,1,1,1,1,0,0,0,0,0,0,134598,22.2,9,1,18
17228,廢板很多男生其實都很帥,4,5,5,5,6,6,2,2,2,2,2,2,750159,1128.3,6,1,21
30018,0255 不想做事,2,2,2,2,2,3,1,1,1,1,1,1,399368,59.9,6,1,18
12724,#問 好想有小V臉...,5,5,5,5,5,6,0,0,0,1,2,2,24561,93.7,8,1,6
39610,#情報 優惠分享✨夢時代6F 1028特賣會,0,3,9,11,13,13,0,0,1,5,7,10,156928,140.1,24,4,13
23015,麻古出抹茶加OREO飲料！！！！得買,21,30,38,49,59,71,2,3,3,4,14,21,160419,81.9,123,3,4
10305,可不可以不要吵架,2,2,3,3,4,4,0,0,0,0,0,0,817817,391.7,6,3,15
18106,這邊有人很討厭回訊息的嗎,4,6,8,9,9,9,3,4,7,7,8,8,174372,56.4,25,3,16
30431,為什麼要移別人的車？,3,3,3,5,5,5,0,0,0,1,3,3,947434,5.1,10,2,1
44708,#開箱 #watashi+ 送好送滿的敏感話題！,1,4,5,8,10,10,0,0,1,1,2,2,156928,140.1,13,2,11
43334,#分享 蝦幣兌換代幣,0,0,1,1,1,1,1,1,2,2,2,2,968817,3.8,10,5,20
353,我居然老了？！？！,0,0,0,0,2,2,3,4,4,4,4,4,367659,39.7,5,5,18
4761,身為學生，你不可不知道的 iOS16 小技巧！,4,5,5,5,6,6,0,0,0,0,0,0,925231,0.1,11,6,13
46548,黑短襪,18,24,25,25,27,28,5,6,6,6,6,6,207304,0.3,49,3,16
39338,#分享 獻上我的原石🙇🏻‍♀️,6,7,9,18,28,30,0,0,1,1,1,2,641297,24.6,47,2,9
37462,#問題請益 國營職員vs高考三級,2,2,3,5,7,7,4,5,15,21,26,42,825288,7.0,13,3,4
47155,當輔助最開心的事就是,1,3,4,5,7,7,1,2,3,6,6,8,906666,319.0,14,4,9
37352,#Watch 奉勸容易流汗的人真的不要買皮革錶帶,0,0,0,0,0,0,0,0,0,0,1,2,888601,78.9,7,0,6
27791,菜鳥,4,4,4,5,5,5,6,9,10,10,10,10,750159,1128.3,5,4,10
2625,新限定卡池--泊瑟芬之歌,1,1,1,2,4,5,0,0,1,1,2,3,76831,15.1,19,5,7
27784,#分享 手殘黨2命1精妮露使用不專業分享,2,4,4,6,6,6,1,4,4,6,7,7,641297,24.6,11,2,2
37995,耳朵裡的大粉刺,2,6,10,13,17,19,1,1,1,1,2,2,331474,5.0,68,4,15
7306,異常帳號調查32-2022年閒聊版選戰蟑螂入侵事件,1,3,6,8,8,8,5,7,9,10,10,10,497426,359.8,16,4,10
32758,曖昧對象冷淡,0,0,0,3,5,11,4,4,4,7,10,11,955936,27.0,25,2,3
29833,這個雨明天不宣布放假是NT嗎,0,2,4,4,4,4,3,6,6,6,6,6,145332,12.5,39,6,17
44023,#討論 2023年5、6月兔寶社群,1,2,3,4,4,5,0,0,0,0,0,0,24568,35.9,5,1,12
20389,玩吶百科,0,0,1,3,4,6,2,2,6,13,17,22,76831,15.1,22,3,5
26957,公婆贈與房子給老公 我該付裝潢費嗎？,0,0,0,0,0,1,6,6,7,7,7,10,327178,22.4,60,6,17
15453,老師人很好的課怎麼能停,1,4,4,4,5,5,4,6,6,8,11,11,943830,52.4,7,5,4
47879,Cos松本彩（低配版）,0,1,3,8,8,8,0,0,0,0,1,1,76831,15.1,13,5,8
5577,#分享 那年夏天寧靜的海🏖️,0,1,1,4,4,4,0,0,0,0,0,0,50785,31.2,5,4,14
25046,櫻花單口IH爐選擇,1,2,2,2,3,7,0,1,1,1,2,5,894031,22.0,7,2,2
26437,子供の疑問,0,1,1,1,1,1,1,4,5,11,11,11,932293,1.1,5,1,4
40658,挑戰,6,6,6,6,6,6,2,2,2,2,2,2,750159,1128.3,6,2,7
31085,#作品 清水模空間的大學 人像攝影分享,3,4,5,5,5,5,2,2,2,2,2,2,124098,15.7,11,4,16
31007,新生還有機會遇到這位擠爆系的超強店員嗎😍,4,7,9,9,9,9,6,7,7,7,7,7,249745,34.1,33,4,15
23283,家裡有錢，想出去打工還要用求的…,1,1,1,1,1,1,4,6,6,6,6,6,676371,391.4,7,6,17
22882,分享沙發進化史,1,3,7,7,10,10,0,1,5,5,5,5,894031,22.0,11,4,6
7646,書卷獎,1,3,5,5,5,5,0,0,1,1,5,6,132579,12.7,5,4,8
29308,職涯小測驗分享,6,6,10,10,11,12,0,0,0,1,1,1,108301,23.2,13,1,2
48146,好害怕開學,3,4,5,6,9,11,9,15,17,17,18,19,100619,40.4,14,5,5
4257,去丸山該點啥,0,0,2,3,4,5,2,3,6,7,7,8,249745,34.1,18,5,17
41200,#詢問 雙眼皮的肉條感,0,0,3,5,5,6,0,2,6,6,7,8,492107,31.8,9,4,13
35600,#詢問 好想知道媽咪們的產兆分享,0,0,0,1,2,3,3,10,12,13,18,22,24568,35.9,14,3,17
10054,台北我回來了,3,6,10,12,23,30,2,4,13,21,24,31,399368,59.9,61,4,10
23005,三重｜豆太郎麻糬豆花,2,2,4,9,12,12,0,0,0,0,0,0,160419,81.9,16,1,13
12160,爆哥奪冠後直播說的幾句話,1,7,44,104,261,489,1,2,9,22,37,60,676371,391.4,3663,0,10
44965,想聽聽大家剛分手到放下的故事,2,3,4,4,5,5,3,3,3,3,3,3,817817,391.7,6,1,14
